text_i,text_j,cor
Leave my belongings around.,See beauty in things that others might not notice.,-0.02553757583968774
Seldom feel blue.,See beauty in things that others might not notice.,0.03212378094360191
Have little to say.,See beauty in things that others might not notice.,0.11299265029914532
Rarely notice my emotional reactions.,See beauty in things that others might not notice.,0.15066212477024127
Make people feel uncomfortable.,See beauty in things that others might not notice.,0.061832198823533406
Get others to do my duties.,See beauty in things that others might not notice.,0.06928966072540445
Am comfortable in unfamiliar situations.,See beauty in things that others might not notice.,-0.08397167762447007
Like a leisurely lifestyle.,See beauty in things that others might not notice.,-0.04062356557095698
Am a creature of habit.,See beauty in things that others might not notice.,0.07171173605381587
Insult people.,See beauty in things that others might not notice.,0.1045886824919532
Am not highly motivated to succeed.,See beauty in things that others might not notice.,0.019043589823882254
Am able to control my cravings.,See beauty in things that others might not notice.,-0.01588410684896677
Seek danger.,See beauty in things that others might not notice.,0.035771727717436315
Have difficulty understanding abstract ideas.,See beauty in things that others might not notice.,0.24150434103441512
Know the answers to many questions.,See beauty in things that others might not notice.,-0.10455661525863025
Need a push to get started.,See beauty in things that others might not notice.,-0.017894078425358617
Know how to cope.,See beauty in things that others might not notice.,-0.07625870659946765
Amuse my friends.,See beauty in things that others might not notice.,0.14805295922194076
Believe that we coddle criminals too much.,See beauty in things that others might not notice.,0.07887999284096128
Try not to think about the needy.,See beauty in things that others might not notice.,0.17477904460055269
Do crazy things.,See beauty in things that others might not notice.,-0.10176916572166393
Don't worry about things that have already happened.,See beauty in things that others might not notice.,0.012028938874850313
Am not really interested in others.,See beauty in things that others might not notice.,0.18036715129304884
Seldom get lost in thought.,See beauty in things that others might not notice.,0.18745276600314092
Am wary of others.,See beauty in things that others might not notice.,0.003852535838663265
Have little to contribute.,See beauty in things that others might not notice.,0.13212663111809136
Keep my cool.,See beauty in things that others might not notice.,-0.07724606759999826
Avoid crowds.,See beauty in things that others might not notice.,0.018106943980114865
Do not like concerts.,See beauty in things that others might not notice.,0.1027119350622877
Take advantage of others.,See beauty in things that others might not notice.,0.09892992599411064
Am not bothered by messy people.,See beauty in things that others might not notice.,-0.03946643007098694
Feel comfortable with myself.,See beauty in things that others might not notice.,-0.04445147612163661
Don't like to draw attention to myself.,See beauty in things that others might not notice.,0.03847194814946073
Experience very few emotional highs and lows.,See beauty in things that others might not notice.,0.12408613876575257
Turn my back on others.,See beauty in things that others might not notice.,0.1075023267373178
Do the opposite of what is asked.,See beauty in things that others might not notice.,0.008229183328877322
Am not bothered by difficult social situations.,See beauty in things that others might not notice.,-0.03890247785109945
Let things proceed at their own pace.,See beauty in things that others might not notice.,-0.06783030803572243
Dislike new foods.,See beauty in things that others might not notice.,0.14879815727609835
Get back at others.,See beauty in things that others might not notice.,0.10759177384473227
Do just enough work to get by.,See beauty in things that others might not notice.,0.047389445230793546
Never spend more than I can afford.,See beauty in things that others might not notice.,0.029229197042260964
Would never go hang gliding or bungee jumping.,See beauty in things that others might not notice.,0.056433680750787835
Am not interested in theoretical discussions.,See beauty in things that others might not notice.,0.24794839346297146
Boast about my virtues.,See beauty in things that others might not notice.,0.04427381632616391
Have difficulty starting tasks.,See beauty in things that others might not notice.,0.0039013859629804023
Readily overcome setbacks.,See beauty in things that others might not notice.,-0.06035247554929042
Am not easily amused.,See beauty in things that others might not notice.,0.1169325752579221
Believe that we should be tough on crime.,See beauty in things that others might not notice.,0.07598404490391586
Believe people should fend for themselves.,See beauty in things that others might not notice.,0.09795782131419549
Act without thinking.,See beauty in things that others might not notice.,0.01556266959045507
Adapt easily to new situations.,See beauty in things that others might not notice.,-0.1294401471066485
Keep others at a distance.,See beauty in things that others might not notice.,0.00797859339151322
Have difficulty imagining things.,See beauty in things that others might not notice.,0.2868498770309014
Believe that people are essentially evil.,See beauty in things that others might not notice.,0.06369662674110521
Don't see the consequences of things.,See beauty in things that others might not notice.,0.07721335301518446
Rarely complain.,See beauty in things that others might not notice.,-0.060429697987604405
Seek quiet.,See beauty in things that others might not notice.,-0.08388970809512002
Do not enjoy watching dance performances.,See beauty in things that others might not notice.,0.2180629220321369
Obstruct others' plans.,See beauty in things that others might not notice.,0.10399324555440373
Am not bothered by disorder.,See beauty in things that others might not notice.,-0.04670388728874426
Am very pleased with myself.,See beauty in things that others might not notice.,-0.013336393575575058
Hold back my opinions.,See beauty in things that others might not notice.,0.03755544016006561
Don't understand people who get emotional.,See beauty in things that others might not notice.,0.1801031524454207
Take no time for others.,See beauty in things that others might not notice.,0.158834757620128
Misrepresent the facts.,See beauty in things that others might not notice.,0.08342113375925275
Am able to stand up for myself.,See beauty in things that others might not notice.,-0.04643211887026576
React slowly.,See beauty in things that others might not notice.,0.006113124810132788
Am attached to conventional ways.,See beauty in things that others might not notice.,0.147823933912388
Hold a grudge.,See beauty in things that others might not notice.,0.09325177889062482
Put little time and effort into my work.,See beauty in things that others might not notice.,0.06376337975243379
Never splurge.,See beauty in things that others might not notice.,0.06029726255918527
Dislike loud music.,See beauty in things that others might not notice.,0.06890455971762273
Avoid difficult reading material.,See beauty in things that others might not notice.,0.19702883817599717
Make myself the center of attention.,See beauty in things that others might not notice.,-0.0036521856386650285
Postpone decisions.,See beauty in things that others might not notice.,-0.0012787366101477456
Am calm even in tense situations.,See beauty in things that others might not notice.,-0.08142473303980104
Seldom joke around.,See beauty in things that others might not notice.,0.09332849654964097
Like to stand during the national anthem.,See beauty in things that others might not notice.,0.04051230593247598
Can't stand weak people.,See beauty in things that others might not notice.,0.06753934089297663
Often make last-minute plans.,See beauty in things that others might not notice.,-0.09683033227000035
Worry about things.,Use flattery to get ahead.,-0.019462701704524306
Make friends easily.,Use flattery to get ahead.,-0.18812739752323124
Have a vivid imagination.,Use flattery to get ahead.,-0.05218356879132894
Trust others.,Use flattery to get ahead.,-0.017553340590156112
Complete tasks successfully.,Use flattery to get ahead.,0.06667245353064456
Get angry easily.,Use flattery to get ahead.,-0.09850323670008995
Love large parties.,Use flattery to get ahead.,-0.23230115984760225
Believe in the importance of art.,Use flattery to get ahead.,0.023446714713199986
Would never cheat on my taxes.,Use flattery to get ahead.,0.146594070335041
Like order.,Use flattery to get ahead.,0.03837174259118004
Often feel blue.,Use flattery to get ahead.,0.002067074065637877
Take charge.,Use flattery to get ahead.,-0.13056779146648093
Experience my emotions intensely.,Use flattery to get ahead.,-0.05858057653977402
Make people feel welcome.,Use flattery to get ahead.,-0.10974780816837283
Try to follow the rules.,Use flattery to get ahead.,0.10240806903617093
Am easily intimidated.,Use flattery to get ahead.,-0.01297674595709006
Am always busy.,Use flattery to get ahead.,-0.03778727799677141
Prefer variety to routine.,Use flattery to get ahead.,-0.042010465244568106
Am easy to satisfy.,Use flattery to get ahead.,0.02054950104581678
Go straight for the goal.,Use flattery to get ahead.,-0.04600263590424885
Often eat too much.,Use flattery to get ahead.,-0.08887520690871765
Love excitement.,Use flattery to get ahead.,-0.17559697482682718
Like to solve complex problems.,Use flattery to get ahead.,0.03576515957684631
Dislike being the center of attention.,Use flattery to get ahead.,0.23154572257874234
Get chores done right away.,Use flattery to get ahead.,0.05277874529849205
Panic easily.,Use flattery to get ahead.,-0.06621749595431516
Radiate joy.,Use flattery to get ahead.,-0.14597492906162335
Tend to vote for liberal political candidates.,Use flattery to get ahead.,-0.020372107374877647
Sympathize with the homeless.,Use flattery to get ahead.,0.046617498189251934
Avoid mistakes.,Use flattery to get ahead.,0.05771170768810493
Fear for the worst.,Use flattery to get ahead.,-0.04708355330244246
Warm up quickly to others.,Use flattery to get ahead.,-0.17682072815711783
Enjoy wild flights of fantasy.,Use flattery to get ahead.,-0.13449503651747904
Believe that others have good intentions.,Use flattery to get ahead.,-0.008750630471987821
Excel in what I do.,Use flattery to get ahead.,-0.010479246633368544
Get irritated easily.,Use flattery to get ahead.,-0.0883070163987404
Talk to a lot of different people at parties.,Use flattery to get ahead.,-0.23479588734929718
Like music.,Use flattery to get ahead.,-0.02139199667950685
Stick to the rules.,Use flattery to get ahead.,0.11600318097154304
Like to tidy up.,Use flattery to get ahead.,0.008186557759384466
Dislike myself.,Use flattery to get ahead.,0.012481967733889798
Try to lead others.,Use flattery to get ahead.,-0.16526014312259565
Feel others' emotions.,Use flattery to get ahead.,-0.03199387263414633
Anticipate the needs of others.,Use flattery to get ahead.,-0.04326153822781471
Keep my promises.,Use flattery to get ahead.,0.11789719788117878
Am afraid that I will do the wrong thing.,Use flattery to get ahead.,-0.030380965014349857
Am always on the go.,Use flattery to get ahead.,-0.11366376551079771
Like to visit new places.,Use flattery to get ahead.,-0.06330433462851283
Can't stand confrontations.,Use flattery to get ahead.,0.04144053252540364
Work hard.,Use flattery to get ahead.,0.05445463278609331
Don't know why I do some of the things I do.,Use flattery to get ahead.,-0.12560343948316208
Seek adventure.,Use flattery to get ahead.,-0.15210713698152528
Love to read challenging material.,Use flattery to get ahead.,0.07327075183292722
Dislike talking about myself.,Use flattery to get ahead.,0.15580297565194348
Am always prepared.,Use flattery to get ahead.,0.04671853498159235
Become overwhelmed by events.,Use flattery to get ahead.,-0.038078079102143184
Have a lot of fun.,Use flattery to get ahead.,-0.1532087102296442
Believe that there is no absolute right or wrong.,Use flattery to get ahead.,-0.07250950478278315
Feel sympathy for those who are worse off than myself.,Use flattery to get ahead.,0.03409937977429793
Choose my words with care.,Use flattery to get ahead.,0.07596964332293224
Am afraid of many things.,Use flattery to get ahead.,-0.05371099823840581
Feel comfortable around people.,Use flattery to get ahead.,-0.15774659247880352
Love to daydream.,Use flattery to get ahead.,-0.09994458735587203
Trust what people say.,Use flattery to get ahead.,-0.023948733552258777
Handle tasks smoothly.,Use flattery to get ahead.,0.017576020210058045
Get upset easily.,Use flattery to get ahead.,-0.09327883941557058
Enjoy being part of a group.,Use flattery to get ahead.,-0.17257525241829874
See beauty in things that others might not notice.,Use flattery to get ahead.,-0.04288399400001548
Use flattery to get ahead.,Use flattery to get ahead.,0.9999999999999999
Want everything to be just right.,Use flattery to get ahead.,-0.13776484107375914
Am often down in the dumps.,Use flattery to get ahead.,-0.01756238166259647
Can talk others into doing things.,Use flattery to get ahead.,-0.25162599223990756
Am passionate about causes.,Use flattery to get ahead.,-0.04279143323790854
Love to help others.,Use flattery to get ahead.,-0.00289357777120516
Pay my bills on time.,Use flattery to get ahead.,0.07661073943717764
Find it difficult to approach others.,Use flattery to get ahead.,0.13034954721628197
Do a lot in my spare time.,Use flattery to get ahead.,-0.02020568085870243
Interested in many things.,Use flattery to get ahead.,-0.01638181727213787
Hate to seem pushy.,Use flattery to get ahead.,0.09933810223701238
Turn plans into actions.,Use flattery to get ahead.,-0.04706634940933562
Do things I later regret.,Use flattery to get ahead.,-0.13632275024519677
Love action.,Use flattery to get ahead.,-0.1659914239137878
Have a rich vocabulary.,Use flattery to get ahead.,-0.0011668308149451999
Consider myself an average person.,Use flattery to get ahead.,0.025208408036664104
Start tasks right away.,Use flattery to get ahead.,0.03235715088787153
Feel that I'm unable to deal with things.,Use flattery to get ahead.,-0.036863362481505506
Express childlike joy.,Use flattery to get ahead.,-0.13245766149513385
Believe that criminals should receive help rather than punishment.,Use flattery to get ahead.,0.018083652901266605
Value cooperation over competition.,Use flattery to get ahead.,0.1194846970773693
Stick to my chosen path.,Use flattery to get ahead.,0.04862106968674679
Get stressed out easily.,Use flattery to get ahead.,-0.060994891401644616
Act comfortably with others.,Use flattery to get ahead.,-0.153674460171536
Like to get lost in thought.,Use flattery to get ahead.,-0.04887873864251106
Believe that people are basically moral.,Use flattery to get ahead.,-0.015595176015405372
Am sure of my ground.,Use flattery to get ahead.,0.002152406841834852
Am often in a bad mood.,Use flattery to get ahead.,-0.03228086746506516
Involve others in what I am doing.,Use flattery to get ahead.,-0.13745388026506467
Love flowers.,Use flattery to get ahead.,-0.005314559613982305
Use others for my own ends.,Use flattery to get ahead.,0.4163894498022125
Love order and regularity.,Use flattery to get ahead.,0.01756700200513213
Have a low opinion of myself.,Use flattery to get ahead.,0.017117086670234316
Seek to influence others.,Use flattery to get ahead.,-0.23580422479440033
Enjoy examining myself and my life.,Use flattery to get ahead.,-0.059777961319311686
Am concerned about others.,Use flattery to get ahead.,0.02410986156627434
Tell the truth.,Use flattery to get ahead.,0.19259021320788422
Am afraid to draw attention to myself.,Use flattery to get ahead.,0.17367752456034027
Can manage many things at the same time.,Use flattery to get ahead.,-0.00631016318774658
Like to begin new things.,Use flattery to get ahead.,-0.04093222407504704
Have a sharp tongue.,Use flattery to get ahead.,0.15295320604292562
Plunge into tasks with all my heart.,Use flattery to get ahead.,-0.008409671714272425
Go on binges.,Use flattery to get ahead.,-0.1616141078603001
Enjoy being part of a loud crowd.,Use flattery to get ahead.,-0.2516509935857005
Can handle a lot of information.,Use flattery to get ahead.,0.01681518025110212
Seldom toot my own horn.,Use flattery to get ahead.,0.1827716923735595
Get to work at once.,Use flattery to get ahead.,0.04827734017256999
Can't make up my mind.,Use flattery to get ahead.,-0.059088245261502276
Laugh my way through life.,Use flattery to get ahead.,-0.14411158152514295
Believe in one true religion.,Use flattery to get ahead.,0.012227197254344296
Suffer from others' sorrows.,Use flattery to get ahead.,0.002843966220262203
Jump into things without thinking.,Use flattery to get ahead.,0.19253863672358265
Get caught up in my problems.,Use flattery to get ahead.,-0.07401026750406188
Cheer people up.,Use flattery to get ahead.,-0.1568157083479934
Indulge in my fantasies.,Use flattery to get ahead.,-0.18723694330883894
Believe in human goodness.,Use flattery to get ahead.,-0.02891630825303481
Come up with good solutions.,Use flattery to get ahead.,-0.026562942252082465
Lose my temper.,Use flattery to get ahead.,-0.1127894302744997
Love surprise parties.,Use flattery to get ahead.,-0.15172320503078013
Enjoy the beauty of nature.,Use flattery to get ahead.,0.04598025247776962
Know how to get around the rules.,Use flattery to get ahead.,0.265803053814176
Do things according to a plan.,Use flattery to get ahead.,0.032765138402072534
Have frequent mood swings.,Use flattery to get ahead.,-0.0947313251630333
Take control of things.,Use flattery to get ahead.,-0.12857126682695158
Try to understand myself.,Use flattery to get ahead.,0.006082914833408981
Have a good word for everyone.,Use flattery to get ahead.,-0.043869787888109024
Listen to my conscience.,Use flattery to get ahead.,0.11952581144738372
Only feel comfortable with friends.,Use flattery to get ahead.,0.0843629823160832
React quickly.,Use flattery to get ahead.,-0.1115202271085172
Prefer to stick with things that I know.,Use flattery to get ahead.,0.0159619080272047
Contradict others.,Use flattery to get ahead.,0.1325892182093634
Do more than what's expected of me.,Use flattery to get ahead.,0.021317713330633346
Love to eat.,Use flattery to get ahead.,-0.08285034219934234
Enjoy being reckless.,Use flattery to get ahead.,-0.20087654261925958
Enjoy thinking about things.,Use flattery to get ahead.,0.009604480652834245
Believe that I am better than others.,Use flattery to get ahead.,0.18871998258512876
Carry out my plans.,Use flattery to get ahead.,0.007215284357455827
Get overwhelmed by emotions.,Use flattery to get ahead.,-0.08340857478293952
Love life.,Use flattery to get ahead.,-0.05940691823566983
Tend to vote for conservative political candidates.,Use flattery to get ahead.,-8.123334457544074e-5
Am not interested in other people's problems.,Use flattery to get ahead.,0.03517522242103222
Make rash decisions.,Use flattery to get ahead.,0.18754785405758168
Am not easily bothered by things.,Use flattery to get ahead.,-0.01883752801656876
Am hard to get to know.,Use flattery to get ahead.,-0.11300628780184196
Spend time reflecting on things.,Use flattery to get ahead.,0.04254713970970688
Think that all will be well.,Use flattery to get ahead.,-0.04947782552894358
Know how to get things done.,Use flattery to get ahead.,-0.011927067933247635
Rarely get irritated.,Use flattery to get ahead.,-0.046324737929436664
Prefer to be alone.,Use flattery to get ahead.,-0.12462634127268211
Do not like art.,Use flattery to get ahead.,0.04304121052974628
Cheat to get ahead.,Use flattery to get ahead.,0.29143817609264366
Often forget to put things back in their proper place.,Use flattery to get ahead.,0.07821948485840638
Feel desperate.,Use flattery to get ahead.,-0.07113180081965827
Wait for others to lead the way.,Use flattery to get ahead.,-0.04255123442768421
Seldom get emotional.,Use flattery to get ahead.,-0.040806040097910716
Look down on others.,Use flattery to get ahead.,0.1530655724686629
Break rules.,Use flattery to get ahead.,0.20166643861474748
Stumble over my words.,Use flattery to get ahead.,-0.019958509358284134
Like to take it easy.,Use flattery to get ahead.,0.030033359912312173
Dislike changes.,Use flattery to get ahead.,-0.002099855064048158
Love a good fight.,Use flattery to get ahead.,0.15103141533222658
Set high standards for myself and others.,Use flattery to get ahead.,-0.01437999743160948
Rarely overindulge.,Use flattery to get ahead.,-0.11753717914530348
Act wild and crazy.,Use flattery to get ahead.,-0.22959385207212576
Am not interested in abstract ideas.,Use flattery to get ahead.,0.03546955358216673
Think highly of myself.,Use flattery to get ahead.,0.12095064119695566
Find it difficult to get down to work.,Use flattery to get ahead.,0.07301300217587825
Remain calm under pressure.,Use flattery to get ahead.,-0.018534537501964196
Look at the bright side of life.,Use flattery to get ahead.,-0.061515485620484645
Believe that too much tax money goes to support artists.,Use flattery to get ahead.,0.04054848203826979
Tend to dislike soft-hearted people.,Use flattery to get ahead.,0.06140392624561658
Like to act on a whim.,Use flattery to get ahead.,0.15729302039981635
Am relaxed most of the time.,Use flattery to get ahead.,0.01191954810153303
Often feel uncomfortable around others.,Use flattery to get ahead.,-0.09715616151431537
Seldom daydream.,Use flattery to get ahead.,-0.023977153037643265
Distrust people.,Use flattery to get ahead.,0.010233929276316982
Misjudge situations.,Use flattery to get ahead.,0.07804244327963057
Seldom get mad.,Use flattery to get ahead.,-0.06847514102924465
Want to be left alone.,Use flattery to get ahead.,-0.0961505356486531
Do not like poetry.,Use flattery to get ahead.,0.0195543950187616
Put people under pressure.,Use flattery to get ahead.,0.195611572639534
Leave a mess in my room.,Use flattery to get ahead.,0.052755083478886654
Feel that my life lacks direction.,Use flattery to get ahead.,-0.028613184182040896
Keep in the background.,Use flattery to get ahead.,-0.17438945002178907
Am not easily affected by my emotions.,Use flattery to get ahead.,-0.039187276076658284
Am indifferent to the feelings of others.,Use flattery to get ahead.,0.0704959242519212
Break my promises.,Use flattery to get ahead.,0.145756070431221
Am not embarrassed easily.,Use flattery to get ahead.,0.061328918028930375
Like to take my time.,Use flattery to get ahead.,-0.03827836839844309
Don't like the idea of change.,Use flattery to get ahead.,0.006536220301497255
Yell at people.,Use flattery to get ahead.,0.14314138685309286
Demand quality.,Use flattery to get ahead.,-0.026392695020281534
Easily resist temptations.,Use flattery to get ahead.,-0.13792746145506052
Willing to try anything once.,Use flattery to get ahead.,-0.10939971731874688
Avoid philosophical discussions.,Use flattery to get ahead.,0.011090481890067014
Have a high opinion of myself.,Use flattery to get ahead.,0.12193102547858692
Waste my time.,Use flattery to get ahead.,0.0672909428718665
Can handle complex problems.,Use flattery to get ahead.,-0.0379249980850117
Laugh aloud.,Use flattery to get ahead.,-0.09389682122885945
Believe laws should be strictly enforced.,Use flattery to get ahead.,-0.04759361735883565
Believe in an eye for an eye.,Use flattery to get ahead.,0.10953135632025651
Rush into things.,Use flattery to get ahead.,0.20643933357514296
Am not easily disturbed by events.,Use flattery to get ahead.,-0.00883106596328984
Avoid contacts with others.,Use flattery to get ahead.,-0.10628586909203377
Do not have a good imagination.,Use flattery to get ahead.,-0.0217937550338861
Suspect hidden motives in others.,Use flattery to get ahead.,0.10487326044748607
Don't understand things.,Use flattery to get ahead.,0.054343983887893944
Am not easily annoyed.,Use flattery to get ahead.,-0.05860887008605511
Don't like crowded events.,Use flattery to get ahead.,-0.17475896868225954
Do not enjoy going to art museums.,Use flattery to get ahead.,0.03687196667976265
Pretend to be concerned for others.,Use flattery to get ahead.,0.1950885288962155
Leave my belongings around.,Use flattery to get ahead.,0.0801828968423099
Seldom feel blue.,Use flattery to get ahead.,0.012796827758480428
Have little to say.,Use flattery to get ahead.,-0.12082487022871896
Rarely notice my emotional reactions.,Use flattery to get ahead.,0.02594235899224936
Make people feel uncomfortable.,Use flattery to get ahead.,0.02976917457784431
Get others to do my duties.,Use flattery to get ahead.,0.2643004860225888
Am comfortable in unfamiliar situations.,Use flattery to get ahead.,0.08169551347178358
Like a leisurely lifestyle.,Use flattery to get ahead.,0.08753252989991893
Am a creature of habit.,Use flattery to get ahead.,0.014604369867551068
Insult people.,Use flattery to get ahead.,0.16883085965369773
Am not highly motivated to succeed.,Use flattery to get ahead.,-0.006326695358098593
Am able to control my cravings.,Use flattery to get ahead.,-0.08530901823342368
Seek danger.,Use flattery to get ahead.,-0.16668364077366943
Have difficulty understanding abstract ideas.,Use flattery to get ahead.,0.046644415777135344
Know the answers to many questions.,Use flattery to get ahead.,0.0226127384104271
Need a push to get started.,Use flattery to get ahead.,0.07617655587293323
Know how to cope.,Use flattery to get ahead.,-0.008701920739940125
Amuse my friends.,Use flattery to get ahead.,-0.13404268346889858
Believe that we coddle criminals too much.,Use flattery to get ahead.,0.026412648932808695
Try not to think about the needy.,Use flattery to get ahead.,0.0770583935179606
Do crazy things.,Use flattery to get ahead.,0.2035756581124019
Don't worry about things that have already happened.,Use flattery to get ahead.,-0.007249053543551539
Am not really interested in others.,Use flattery to get ahead.,0.02351976488840724
Seldom get lost in thought.,Use flattery to get ahead.,0.023022849084105835
Am wary of others.,Use flattery to get ahead.,0.010506524325411841
Have little to contribute.,Use flattery to get ahead.,-0.02241720629961575
Keep my cool.,Use flattery to get ahead.,-0.038708264032566
Avoid crowds.,Use flattery to get ahead.,-0.16606452548461456
Do not like concerts.,Use flattery to get ahead.,-0.07204162709844619
Take advantage of others.,Use flattery to get ahead.,0.3100097256789707
Am not bothered by messy people.,Use flattery to get ahead.,-0.007168068426744357
Feel comfortable with myself.,Use flattery to get ahead.,0.02787748839164108
Don't like to draw attention to myself.,Use flattery to get ahead.,-0.23520796485752196
Experience very few emotional highs and lows.,Use flattery to get ahead.,-0.045071758151531055
Turn my back on others.,Use flattery to get ahead.,0.10545063613190271
Do the opposite of what is asked.,Use flattery to get ahead.,0.1323097973172537
Am not bothered by difficult social situations.,Use flattery to get ahead.,0.11632254166691511
Let things proceed at their own pace.,Use flattery to get ahead.,-0.040202078578279385
Dislike new foods.,Use flattery to get ahead.,0.0034826015945849447
Get back at others.,Use flattery to get ahead.,0.21759223178018075
Do just enough work to get by.,Use flattery to get ahead.,0.13031937542371164
Never spend more than I can afford.,Use flattery to get ahead.,-0.1126928487902834
Would never go hang gliding or bungee jumping.,Use flattery to get ahead.,-0.08264390828295347
Am not interested in theoretical discussions.,Use flattery to get ahead.,0.028734614323965017
Boast about my virtues.,Use flattery to get ahead.,0.25328175966459193
Have difficulty starting tasks.,Use flattery to get ahead.,0.05646985456684857
Readily overcome setbacks.,Use flattery to get ahead.,0.007299261937025407
Am not easily amused.,Use flattery to get ahead.,-0.036727323455157015
Believe that we should be tough on crime.,Use flattery to get ahead.,-0.016401505111779235
Believe people should fend for themselves.,Use flattery to get ahead.,0.07346489498816258
Act without thinking.,Use flattery to get ahead.,0.19343029688244087
Adapt easily to new situations.,Use flattery to get ahead.,0.0839371962482367
Keep others at a distance.,Use flattery to get ahead.,-0.08054882124027025
Have difficulty imagining things.,Use flattery to get ahead.,-6.000325723548818e-4
Believe that people are essentially evil.,Use flattery to get ahead.,0.04641002977945585
Don't see the consequences of things.,Use flattery to get ahead.,0.14895418381438663
Rarely complain.,Use flattery to get ahead.,-0.09545348530609991
Seek quiet.,Use flattery to get ahead.,-0.1537845646286613
Do not enjoy watching dance performances.,Use flattery to get ahead.,-0.007065209134478132
Obstruct others' plans.,Use flattery to get ahead.,0.19516117104775685
Am not bothered by disorder.,Use flattery to get ahead.,0.020300898982247406
Am very pleased with myself.,Use flattery to get ahead.,0.08374126108996124
Hold back my opinions.,Use flattery to get ahead.,-0.087778595171193
Don't understand people who get emotional.,Use flattery to get ahead.,0.010656156449958753
Take no time for others.,Use flattery to get ahead.,0.036068303733049416
Misrepresent the facts.,Use flattery to get ahead.,0.2031496873588553
Am able to stand up for myself.,Use flattery to get ahead.,0.03757734545341406
React slowly.,Use flattery to get ahead.,-0.0543320678074636
Am attached to conventional ways.,Use flattery to get ahead.,0.01579570273966176
Hold a grudge.,Use flattery to get ahead.,0.11646890009887102
Put little time and effort into my work.,Use flattery to get ahead.,0.0977020335608525
Never splurge.,Use flattery to get ahead.,-0.09590320412658458
Dislike loud music.,Use flattery to get ahead.,-0.10553434894775306
Avoid difficult reading material.,Use flattery to get ahead.,0.08924236716911299
Make myself the center of attention.,Use flattery to get ahead.,0.3133836626317751
Postpone decisions.,Use flattery to get ahead.,0.05427004500451109
Am calm even in tense situations.,Use flattery to get ahead.,-0.008234417746685731
Seldom joke around.,Use flattery to get ahead.,-0.06724864841561454
Like to stand during the national anthem.,Use flattery to get ahead.,0.030288705829819535
Can't stand weak people.,Use flattery to get ahead.,0.09136181218070237
Often make last-minute plans.,Use flattery to get ahead.,0.13883161784844814
Worry about things.,Want everything to be just right.,0.23919167390323356
Make friends easily.,Want everything to be just right.,-8.245736051188182e-4
Have a vivid imagination.,Want everything to be just right.,-0.0475128554762571
Trust others.,Want everything to be just right.,-0.036143547351099634
Complete tasks successfully.,Want everything to be just right.,0.12634759569713055
Get angry easily.,Want everything to be just right.,0.13604735898303316
Love large parties.,Want everything to be just right.,-0.003211471134918881
Believe in the importance of art.,Want everything to be just right.,-0.05009533869455969
Would never cheat on my taxes.,Want everything to be just right.,0.07298408149086039
Like order.,Want everything to be just right.,0.3724013338082166
Often feel blue.,Want everything to be just right.,0.09073658674293884
Take charge.,Want everything to be just right.,0.08793352278583498
Experience my emotions intensely.,Want everything to be just right.,0.11386496609504021
Make people feel welcome.,Want everything to be just right.,0.046530104677213434
Try to follow the rules.,Want everything to be just right.,0.21754462915334408
Am easily intimidated.,Want everything to be just right.,0.13297295330259867
Am always busy.,Want everything to be just right.,0.16329811785887946
Prefer variety to routine.,Want everything to be just right.,-0.17007233553513634
Am easy to satisfy.,Want everything to be just right.,-0.07723378569748696
Go straight for the goal.,Want everything to be just right.,0.17178459548122724
Often eat too much.,Want everything to be just right.,0.05089328659238831
Love excitement.,Want everything to be just right.,0.003032568916925694
Like to solve complex problems.,Want everything to be just right.,0.014620316845806947
Dislike being the center of attention.,Want everything to be just right.,-0.016726002418145224
Get chores done right away.,Want everything to be just right.,0.18093718274909212
Panic easily.,Want everything to be just right.,0.20774580629054448
Radiate joy.,Want everything to be just right.,0.03600275908462169
Tend to vote for liberal political candidates.,Want everything to be just right.,-0.06686061907334917
Sympathize with the homeless.,Want everything to be just right.,-0.005945502059145728
Avoid mistakes.,Want everything to be just right.,0.22600722442268065
Fear for the worst.,Want everything to be just right.,0.21015335594806892
Warm up quickly to others.,Want everything to be just right.,0.008812430872192094
Enjoy wild flights of fantasy.,Want everything to be just right.,-0.0397070565300187
Believe that others have good intentions.,Want everything to be just right.,-0.006488725880118843
Excel in what I do.,Want everything to be just right.,0.09865555534682613
Get irritated easily.,Want everything to be just right.,0.16345850254725006
Talk to a lot of different people at parties.,Want everything to be just right.,-0.025932085780840036
Like music.,Want everything to be just right.,0.0032996092828738704
Stick to the rules.,Want everything to be just right.,0.23596998956068987
Like to tidy up.,Want everything to be just right.,0.30350334894828684
Dislike myself.,Want everything to be just right.,0.07052578486124583
Try to lead others.,Want everything to be just right.,0.09552111416863203
Feel others' emotions.,Want everything to be just right.,0.04667699462083977
Anticipate the needs of others.,Want everything to be just right.,0.0798487065273832
Keep my promises.,Want everything to be just right.,0.05297643855201919
Am afraid that I will do the wrong thing.,Want everything to be just right.,0.21899237955027231
Am always on the go.,Want everything to be just right.,0.13862538799193747
Like to visit new places.,Want everything to be just right.,-0.004255968667002388
Can't stand confrontations.,Want everything to be just right.,0.11893113825730578
Work hard.,Want everything to be just right.,0.16027618280935263
Don't know why I do some of the things I do.,Want everything to be just right.,0.05360840400185444
Seek adventure.,Want everything to be just right.,-0.05301893063216067
Love to read challenging material.,Want everything to be just right.,-0.06579151029038069
Dislike talking about myself.,Want everything to be just right.,-0.011191279686246999
